neu	Informationen suchen+Entscheidung +schlau+Frustration+abwarten,	seek information + decision + smart + frustration + wait,	{'neg': 0.316, 'neu': 0.408, 'pos': 0.276, 'compound': -0.1027}	neutral
neu	Überraschung +unverhofft+Freude,	surprise + unexpected + joy,	{'neg': 0.0, 'neu': 0.145, 'pos': 0.855, 'compound': 0.7096}	emotional
neu	Angst+nervosität+Trauer+Einsamkeit+müde+Bett+liegencht+Stress,	Fear + nervousness + sadness + loneliness + tired + bed + lying down + stress,	{'neg': 0.91, 'neu': 0.09, 'pos': 0.0, 'compound': -0.9595}	emotional
neu	gespannt+aufgeregt+Zug+Packen+Vorfreude+warten+Urlaub+nervös+Stress,	excited + excited + train + packing + anticipation + waiting + vacation + nervous + stress,	{'neg': 0.325, 'neu': 0.265, 'pos': 0.411, 'compound': 0.0772}	neutral
neu	Bewertung+Selbstbild+Kritik+positiv+negativ+Harsch,	Evaluation  +  self-image  +  criticism  +  positive  +  negative  +  harsh,	{'neg': 0.629, 'neu': 0.132, 'pos': 0.238, 'compound': -0.7096}	emotional
emo	Übung+Gedult+Lernen+Perfektionismus+Hobby+Fähigkeit,	practice + patience + learning + perfectionism + hobby + skill,	{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}	neutral
emo	Nähe+Ungedult+Liebe+Beziehung +Intimität+Berührung	closeness + impatience + love + relationship + intimacy + touch	{'neg': 0.255, 'neu': 0.364, 'pos': 0.382, 'compound': 0.34}	neutral
emo	Verantwortung+Erwachsen+Wahl+Überlegen+vorausschauen+Konsequenzen,	Responsibility + Growing Up + Choice + Thinking + Looking Ahead + Consequences,	{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.1779}	neutral
neu	Zufriedenheit+Stolz+Ziel+Selbstbewusstsein+Freude+harte Arbeit +neues	Contentment + Pride + Goal + Confidence + Joy + Hard Work + New	{'neg': 0.085, 'neu': 0.183, 'pos': 0.732, 'compound': 0.891}	emotional
neu	reden+Fremde+Initiative,	talk + strangers + initiative,	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
emo	bequem+Unsicherheit +genervt +Wütend+Straße+Ausweichen ,	comfortable + uncertainty  + annoyed  + angry + road + dodge ,	{'neg': 0.61, 'neu': 0.147, 'pos': 0.243, 'compound': -0.6124}	emotional
neu	zuhause+urlaub+draußen+ruhig+Geborgenheit+Selfcare ,	at home + holiday + outside + quiet + security + selfcare ,	{'neg': 0.0, 'neu': 0.495, 'pos': 0.505, 'compound': 0.6249}	emotional
neu	Einzelgänger+Ruhe+andern aus dem Weg gehen+wenig reden+Zimmer+weggehen,	loner + quiet + avoiding others + talking little + room + go away,	{'neg': 0.402, 'neu': 0.598, 'pos': 0.0, 'compound': -0.5719}	emotional
emo	schön+müde+morgens+Bett+gute Laune,	beautiful + tired + morning + bed + good mood,	{'neg': 0.228, 'neu': 0.236, 'pos': 0.535, 'compound': 0.5994}	emotional
emo	Liebe+Nähe+Geborgenheit+Innere Ruhe+Zufriedenheit+Glück,	Love + closeness + security + inner peace + satisfaction + happiness,	{'neg': 0.0, 'neu': 0.108, 'pos': 0.892, 'compound': 0.9485}	emotional
emo	Beziehung +Freundschaften+einsam+zurückhaltend ,	relationship + friendships + lonely + reserved ,	{'neg': 0.352, 'neu': 0.282, 'pos': 0.366, 'compound': 0.0258}	neutral
emo	Leere+Unsicherheit +Verzweiflung +Angst+weinen,	emptiness + uncertainty + despair + fear + crying,	{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.9169}	emotional
neu	Freunde+Begegnung+zuhause+Verabredung +Vorfreude+warten+ungeduldig,	friends + meeting + at home + appointment + anticipation + waiting + impatient,	{'neg': 0.188, 'neu': 0.427, 'pos': 0.385, 'compound': 0.3182}	neutral
neu	Unsicherheit+Faulheit+Kontaktvermeidung +genervt+laute Klingel+warten+gespannt	Insecurity + laziness + avoidance of contact + annoyed + loud bell + waiting + excited	{'neg': 0.491, 'neu': 0.364, 'pos': 0.145, 'compound': -0.6908}	emotional
neu	nervös+Vorstellungsgespräch+wichtig+Angst+üben+vorbereiten +besser werden+guter Eindruck	nervous + job interview + important + anxiety + practice + prepare  + get better + good impression	{'neg': 0.208, 'neu': 0.273, 'pos': 0.519, 'compound': 0.6908}	emotional
emo	Nachdenken+Unzufrieden+Lernen+Unwissen+Informationen+Fehler+Unterbrechung+Problemlösen+Versagen	Thinking + Dissatisfied + Learning + Ignorance + Information + Error + Interruption + Problem Solving + Failure	{'neg': 0.751, 'neu': 0.138, 'pos': 0.111, 'compound': -0.9169}	emotional
emo	Eifer+Freude+Erfüllung+Herz+Anstrengung+in etwas aufgehen+sich verlieren,	zeal + joy + fulfilment + heart + effort + absorbed + lost oneself,	{'neg': 0.19, 'neu': 0.496, 'pos': 0.314, 'compound': 0.3612}	neutral
neu	Ärger+Genervt sein +andere Menschen+unangenehm+nervige Person+alles besser wissen +sich profilieren +Ratschlag +Ungewollt	Anger + being annoyed  + other people + uncomfortable + annoying person + know everything better  + distinguish yourself  + advice  + unwanted	{'neg': 0.531, 'neu': 0.354, 'pos': 0.114, 'compound': -0.8625}	emotional
emo	Blicke +Beobachtung +Seltsam +Stalking +Film gucken +Influencer +sich etwas abschauen +Neid ,	looks  + observation  + strange  + stalking  + watching a movie  + influencer  + learning something  + envy ,	{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.4404}	neutral
neu	Frau+Mann +Liebe +Kennenlernen+Attraktiviät +Besonders +Verliebtsein +Schön +Liebe auf den ersten Blick +Film +Kribbeln+Schmetterlinge im Bauch ,	Woman + man  + love  + getting to know each other + attractiveness  + special  + being in love  + beautiful  + love at first sight  + film  + tingling sensations + butterflies in the stomach ,	{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.9719}	emotional
neu	unnötig +ausrasten+Reaktion+unwichtig +heftig +schreien+weinen +Ärger +Gefühle +Emotion geht durch +verletzen	unnecessarily  + freak out + reaction + unimportant  + violently  + scream + cry  + anger  + feelings  + emotion goes through  + hurt	{'neg': 0.758, 'neu': 0.242, 'pos': 0.0, 'compound': -0.9678}	emotional
emo	Ärger +Anspannung +Wörter +Gedanken +man kann an nichts anderes denken+stammeln +Unsicherheit +Wut +Enttäuschung +aufregen,	anger  + tension  + words  + thoughts  + can't think of anything else + stammering  + insecurity  + anger  + disappointment  + excited,	{'neg': 0.654, 'neu': 0.257, 'pos': 0.088, 'compound': -0.9371}	emotional
emo	Dankbarkeit+keine Sorgen mehr +Vertrauen+Respekt +Gewissenhaftigkeit +Für einander da sein+Unterstützung,	gratitude + no more worries  + trust + respect  + conscientiousness  + being there for each other + support,	{'neg': 0.21, 'neu': 0.277, 'pos': 0.513, 'compound': 0.8248}	emotional
neu	Famile +Bindung +Eltern +geborgen+Zufriedenheit +Liebe +Hilfe +Berührung+bedingungslos +Zuneigung +Vertrauen,	family  + bonding  + parents  + secured + contentment  + love  + help  + touch + unconditional  + affection  + trust,	{'neg': 0.0, 'neu': 0.21, 'pos': 0.79, 'compound': 0.9571}	emotional
emo	Deutsch+Englisch +Spanisch +Ehrgeiz ch Worten suchen +Gedächtnis +Gesten +Grammatik +Anstrengungchdenken	German + English  + Spanish  + ambition ch search for words  + memory  + gestures  + grammar  + effort chthinking	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
emo	Lustig +Nähe +Verständnis +Zusammengehörigkeit +Gefühle +Ähnlichkeit +Seltsam+Vertraut,	Funny  + Closeness  + Understanding  + Togetherness  + Feelings  + Similarity  + Odd + Familiar,	{'neg': 0.205, 'neu': 0.536, 'pos': 0.259, 'compound': 0.1531}	neutral
neu	zufällig +Freude +Wiederfinden+Glücklich sein +Einfall+Schlüssel +Suche+finden,	accidental  + joy  + finding again + happiness  + idea + key  + search + find,	{'neg': 0.088, 'neu': 0.408, 'pos': 0.503, 'compound': 0.7964}	emotional
neu	Sorgen+Gefühle+Zweifel+Ängste+Gedanken+Schlaflosigkeit,	Worries + Feelings + Doubts + Anxiety + Thoughts + Insomnia,	{'neg': 0.691, 'neu': 0.309, 'pos': 0.0, 'compound': -0.6908}	emotional
emo	Abwarten +Ungeduldig sein +Freude +Anspannung +Nervösität +Vorfreude+Checkliste +Gepäck ,	Waiting  + Being impatient  + Joy  + Excitement  + Nervousness  + Anticipation + Checklist  + Luggage ,	{'neg': 0.262, 'neu': 0.238, 'pos': 0.5, 'compound': 0.6124}	emotional
neu	Reflexion+Gedanken+aufschreiben+Selbstkritik+Selbstlob+Selbstwert+Erwartungen an sich selbst	Reflection + thoughts + writing down + self-criticism + self-praise + self-esteem + expectations of yourself	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
neu	Ehrgeiz +sich selbst etwas beweisen +Eifer +Lernen+Talent +Übung+Wiederholung +Probieren +Erfolg +Misserfolg +Anstrenngung	Ambition  + proving oneself  + eagerness  + learning + talent  + practice + repetition  + trying  + success  + failure  + effort	{'neg': 0.161, 'neu': 0.39, 'pos': 0.449, 'compound': 0.7096}	emotional
neu	Vermissen +Beziehungen+Berührung +Umarmen+Corona +Kontaktbeschränkung+Freundschaft +Wiedersehen+Helfen+Trösten,	missing  + relationships + touching  + hugging + corona  + contact restriction + friendship  + see you + helping + consoling,	{'neg': 0.224, 'neu': 0.365, 'pos': 0.411, 'compound': 0.5574}	emotional
neu	Aufschieben+zögern+etwas bereuen+Erkenntnis+Dummheit+kurzfirstig +Belohnung +Konsequenz +unangenehm+langfristig +entscheiden	Procrastinate + hesitate + regret something + knowledge + stupidity + short-term  + reward  + consequence  + uncomfortable + long-term  + decide	{'neg': 0.493, 'neu': 0.332, 'pos': 0.175, 'compound': -0.6908}	emotional
neu	Erfolg +Erwartung +Enttäuschung +Negativ +positiv +Zeit +Zeitspanne +Druck +Ziele +Lebensziel +Beruf +Erkenntnis ,	Success  + Expectation  + Disappointment  + Negative  + Positive  + Time  + Time Span  + Pressure  + Goals  + Life Goal  + Job  + Realization ,	{'neg': 0.361, 'neu': 0.353, 'pos': 0.286, 'compound': -0.2263}	neutral
emo	Unsicherheit+Schüchternheit +Interesse +Sprechen+Schweigen +Gesten +Blicke ,	Insecurity + Shyness  + Interest  + Speaking + Silence  + Gestures  + Glances ,	{'neg': 0.421, 'neu': 0.331, 'pos': 0.248, 'compound': -0.2732}	neutral
neu	Angst +Flucht+Vermeidung +Unangenehm +Liebe +Peinlichkeit +Wiedersehen+Panik ,	fear  + escape + avoidance  + uncomfortable  + love  + embarrassment  + reunion + panic ,	{'neg': 0.681, 'neu': 0.046, 'pos': 0.273, 'compound': -0.8316}	emotional
emo	Zufriedenheit +Entspannt sein +keine Sorgen+Leise +Stille +Anstrennung fällt ab	Satisfaction  + Being relaxed  + No worries + Quiet  + Silence  + Disconnection falls off	{'neg': 0.292, 'neu': 0.351, 'pos': 0.357, 'compound': 0.2732}	neutral
emo	alleine +einsam +keine Kontakte +keine Freunde +langeweile +Netflix +entspannung ,	alone  + lonely  + no contacts  + no friends  + boredom  + Netflix  + relaxation ,	{'neg': 0.569, 'neu': 0.102, 'pos': 0.33, 'compound': -0.4019}	neutral
neu	friedlich+entspannt +schön +Morgen +auschlafen +Träume +gähnen +in Gedanken sein +Ruhe +frieden	peaceful + relaxed  + beautiful  + morning  + sleep in  + dreams  + yawn  + thought  + calm  + peace	{'neg': 0.0, 'neu': 0.21, 'pos': 0.79, 'compound': 0.9571}	emotional
neu	Liebe +Vertrautheit +Zufriedenheit +Partnerschaft+Freundschaft+Familie +Zusammengehörigkeit+Gemeinschaft +schön +verliebt +glücklich +geborgen	Love  +  intimacy  +  contentment  +  partnership  +  friendship  +  family  +  togetherness  +  community  +  beautiful  +  in love  +  happy  +  secure	{'neg': 0.0, 'neu': 0.201, 'pos': 0.799, 'compound': 0.9744}	emotional
emo	eigentlich interessiert +Schwarm +Desinteresse vortäuschen+sich verstellen +Kennenlernen+unehrlich +Gesellschaft,	actually interested  + crush  + feign disinterest + pretend  + getting to know + dishonest  + society,	{'neg': 0.409, 'neu': 0.427, 'pos': 0.165, 'compound': -0.4588}	neutral
emo	Depression+Trauer+Einsamkeit+Alleine+weinen+sich leer fühlen+Alles in Frage stellen +Herzschmerz+tiefe Trauer+Grundlos	Depression + Sadness + Loneliness + Alone + Crying + Feeling Empty + Questioning Everything + Heartbreak + Deep Grief + Reasonless	{'neg': 0.845, 'neu': 0.103, 'pos': 0.052, 'compound': -0.9686}	emotional
emo	Vorfreude +Langeweile +Abwarten +Fenster +Auto +Freundschaft +Besuch +Verwandschaft +Zeit ,	anticipation  + boredom  + waiting  + window  + car  + friendship  + visit  + relatives  + time ,	{'neg': 0.183, 'neu': 0.476, 'pos': 0.341, 'compound': 0.25}	neutral
emo	Faulheit+Ängstlichkeit+alleine wohnen+Sofa +Familie+Postbote +Türklingel +faulenzen+enspannen+gestört werden	Laziness + anxiety + living alone + sofa + family + postman + doorbell + lounging + relaxing + being disturbed	{'neg': 0.36, 'neu': 0.457, 'pos': 0.183, 'compound': -0.2732}	neutral
neu	Nervösität +Angst +Stress +Wiederholen +Anspannung +Versagensangst+Vorstellungsgespräch +Klausur +Prüfung +Telefonate	Nervousness  + anxiety  + stress  + repetition  + tension  + fear of failure + job interview  + exam  + exam  + phone calls	{'neg': 0.66, 'neu': 0.34, 'pos': 0.0, 'compound': -0.926}	emotional
neu	Frustration+nicht vorankommen+Hilfe+Instruktionen	frustration + not moving forward + help + instructions	{'neg': 0.573, 'neu': 0.427, 'pos': 0.0, 'compound': -0.6551}	emotional
neu	Feuereifer+Freude+Anerkennung+Fertigstellung+Stolz	Fervor + Joy + Recognition + Completion + Pride	{'neg': 0.0, 'neu': 0.326, 'pos': 0.674, 'compound': 0.7351}	emotional
emo	Genervtheit+Wut+gekränkt+ignorieren+mit den Augen rollen,	annoyance + anger + offended + ignore + roll eyes,	{'neg': 0.84, 'neu': 0.16, 'pos': 0.0, 'compound': -0.8591}	emotional
neu	positiv oder negativ+Inspiration+An eigene Bedürfnisse erinnern+Mitmenschen	positive or negative + inspiration + remembering own needs + fellow people	{'neg': 0.222, 'neu': 0.359, 'pos': 0.419, 'compound': 0.5106}	emotional
neu	Aufregung+Pure Freude+Schmetterlinge im Bauch+Neugier auf weiteres Kennenlernen+kann es kaum glauben ,	Excitement + Pure joy + Butterflies in the stomach + Curious to get to know each other + Can hardly believe it	{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.8519}	emotional
neu	Weinen+Emotionalh am Wasser gebaut+Kritikfähigkeit+sich beruhigen+beschämend,	crying + emotionalh built on the water + ability to take criticism + calm down + shaming,	{'neg': 0.306, 'neu': 0.459, 'pos': 0.235, 'compound': -0.34}	neutral
emo	auf sich selbst sauer sein+Hoffench Wort suchen ,	be mad at yourself + Hoffench word search ,	{'neg': 0.348, 'neu': 0.652, 'pos': 0.0, 'compound': -0.4939}	neutral
neu	Ruhe+Zufriedenheit+anstrebsam,	calm + satisfaction + striving,	{'neg': 0.0, 'neu': 0.161, 'pos': 0.839, 'compound': 0.6369}	emotional
emo	Wohlergehen+Liebe+Wärme+Geborgenheit+tut gut+Aufpassen,	well-being + love + warmth + security + does you good + watch out,	{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.91}	emotional
neu	anstrengend+Aufwand+Lernen+Lernerfolg+Englisch+Spanisch+Schule+Präsentation+Telefonat+Ausland	exhausting + effort + learning + learning success + English + Spanish + school + presentation + phone call + abroad	{'neg': 0.154, 'neu': 0.617, 'pos': 0.228, 'compound': 0.296}	neutral
emo	Glück+Empathie+Trauer+Verständnis+Gute Freunde	Happiness + Empathy + Sadness + Understanding + Good Friends	{'neg': 0.2, 'neu': 0.138, 'pos': 0.662, 'compound': 0.7717}	emotional
emo	Geld+Gegenstand+Freude+Überraschung+runtergefallen+versteckt,	money + object + joy + surprise + fell down + hidden,	{'neg': 0.0, 'neu': 0.459, 'pos': 0.541, 'compound': 0.7096}	emotional
neu	Müdigkeit+Unzufriedenheit+schlechter Traum +Aufwachen+leichter Schlaf,	Fatigue + dissatisfaction + bad dream + waking up + light sleep,	{'neg': 0.592, 'neu': 0.272, 'pos': 0.136, 'compound': -0.7717}	emotional
neu	Aufregung+Glück+Vorfreude+Aufgekratzt sein+Überprüfen	Excitement + happiness + anticipation + cheering + checking	{'neg': 0.0, 'neu': 0.08, 'pos': 0.92, 'compound': 0.8885}	emotional
emo	reflektieren+verbessern,	reflect + improve,	{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}	neutral
emo	Übung +Frustration+Erfolg+dran bleiben ,	exercise  + frustration + success + keep at it ,	{'neg': 0.287, 'neu': 0.37, 'pos': 0.343, 'compound': 0.1531}	neutral
neu	keine Berührungsängste+extravertiert+romantisch+Mittel zum Zweck,	no fear of contact + extraverted + romantic + means to an end,	{'neg': 0.358, 'neu': 0.464, 'pos': 0.179, 'compound': -0.4019}	neutral
emo	Verantwortung+Last+etwas erreichen können+Veränderung	Responsibility + burden + achievement + change	{'neg': 0.492, 'neu': 0.508, 'pos': 0.0, 'compound': -0.4404}	neutral
neu	Plan+Zufriedenheit+Stolz+Ziel erreichen+Erfolg feiern	Plan + satisfaction + pride + achieve goal + celebrate success	{'neg': 0.0, 'neu': 0.191, 'pos': 0.809, 'compound': 0.9136}	emotional
neu	Lösung+Problem+Sprechen+Abwarten+hoffen	solution + problem + talking + waiting + hoping	{'neg': 0.276, 'neu': 0.204, 'pos': 0.52, 'compound': 0.34}	neutral
emo	Blickkontakt vermeiden+Distanz wahren+Sich mit anderen Menschen unterhalten+ungutes Gefühl+schnell weg,	avoid eye contact + keep distance + talk to other people + uncomfortable feeling + quickly away,	{'neg': 0.294, 'neu': 0.613, 'pos': 0.092, 'compound': -0.5106}	emotional
emo	Glückseeligkeit+kann so bleiben+Wunsch	bliss + can stay like this + desire	{'neg': 0.0, 'neu': 0.243, 'pos': 0.757, 'compound': 0.8528}	emotional
emo	zu viel+Auszeit+Ruhe+soziale Interaktionen+Batterie aufladen+isoliert+introvertiert,	too much + time off + rest + social interactions + recharge battery + isolated + introverted,	{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.3182}	neutral
emo	Sonne+Fenster+Wärme+Lächeln+Ausgeschlafen+guter Tag+Energie+im Traum schwelgen	Sun + window + warmth + smile + rested + good day + energy + indulge in a dream	{'neg': 0.0, 'neu': 0.324, 'pos': 0.676, 'compound': 0.8885}	emotional
emo	Familie+Freundschaft+Vertrauen+alles erzählen können,	family + friendship + trust + being able to tell everything,	{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.7351}	emotional
neu	unnötig+macht jeder+Strategie+Hoffen	unnecessary + everyone + strategy + hope	{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}	neutral
emo	Last+schlechte Laune+Unlust+Verzweiflung+Bett+Nichts tun +Weinen	Burden  +  bad mood  +  listlessness  +  despair  +  bed  +  doing nothing  +  crying	{'neg': 0.535, 'neu': 0.308, 'pos': 0.157, 'compound': -0.7308}	emotional
emo	Fenster+hibbelig+rumlaufen+putzen+Glück+Spiegel angucken,	window + jittery + walking around + cleaning + happiness + looking in the mirror,	{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.5574}	emotional
neu	Horchen +Unsicherheit	listening  + uncertainty	{'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.34}	neutral
neu	wichtige Entscheidungen+Vortrag+Arbeit+Schule+Freundschaft+Beziehung+alltäglich+Bewertung	important decisions + lecture + work + school + friendship + relationship + everyday + evaluation	{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.5719}	emotional
neu	frustrierend+Stillstand+Informationen+Wissensstand,	frustrating + standstill + information + level of knowledge,	{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.4404}	neutral
emo	Leidenschaft+Engagement+investieren+Hingabe+Zeit	Passion + Commitment + Invest + Devotion + Time	{'neg': 0.0, 'neu': 0.189, 'pos': 0.811, 'compound': 0.8225}	emotional
neu	unerwünscht+aufdringlich+nervig+gereizt+negativ+Tipp+gut gemeint+nicht hilfreich+nutzlos,	unwanted + pushy + annoying + irritated + negative + tip + well intentioned + unhelpful + useless,	{'neg': 0.761, 'neu': 0.141, 'pos': 0.099, 'compound': -0.9201}	emotional
emo	abschauen+beeinflussenchahmung+Empathie	copy  +  influence empathy  +  empathy	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
neu	Zufall+Begegnung+Liebe auf den ersten Blick+Anziehung+Attraktivität	Coincidence + Encounter + Love at first sight + Attraction + Attractiveness	{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.875}	emotional
neu	unangebracht+übertrieben+verständlich+irrational+emotional+stressig+Konflikt+Überreaktion,	inappropriate + exaggerated + understandable + irrational + emotional + stressful + conflict + overreaction,	{'neg': 0.755, 'neu': 0.136, 'pos': 0.109, 'compound': -0.8176}	emotional
emo	frustrierend+vergessen+entfallen+Erinnerung	frustrating + forgotten + missed + remembering	{'neg': 0.875, 'neu': 0.125, 'pos': 0.0, 'compound': -0.7184}	emotional
emo	Vertrauen+Zuverlässigkeit+Verbundenheit+verbindlich+abgesichert,	trust + reliability + connectedness + binding + secured,	{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.7184}	emotional
neu	Bindung+Beziehung+Nähe+Geborgenheit+Familie,	attachment + relationship + closeness + security + family,	{'neg': 0.0, 'neu': 0.395, 'pos': 0.605, 'compound': 0.5574}	emotional
emo	englisch+Fremdsprache+struggle+Enkmitas+Wörterchdenken+Schwierigkeiten+unangenehm+deutsch+Akzent+Grammatik,	English + foreign language + struggle + enkmitas + word thinking + difficulties + uncomfortable + German + accent + grammar,	{'neg': 0.441, 'neu': 0.559, 'pos': 0.0, 'compound': -0.7269}	emotional
emo	Empathie+Einfühlungsvermögen+Verbundenheit+relate+Freundschaft+Verständnis+Sicherheit	Empathy + empathy + connectedness + relate + friendship + understanding + security	{'neg': 0.0, 'neu': 0.485, 'pos': 0.515, 'compound': 0.6486}	emotional
emo	Überraschung+Zufall+Gegenstand+Objekt+verlegt+vergessen	surprise + coincidence + object + object + misplaced + forgotten	{'neg': 0.237, 'neu': 0.5, 'pos': 0.263, 'compound': 0.0516}	neutral
neu	Stress+Unruhe+Erschöpfung+Sorgen+Müdigkeit+unzufrieden+gereizt	Stress + restlessness + exhaustion + worries + tiredness + dissatisfied + irritated	{'neg': 0.941, 'neu': 0.059, 'pos': 0.0, 'compound': -0.9313}	emotional
neu	Koffer+packen+fertig+Urlaub+Reise+Zug+Flugzeug+Abschied+Stille+Nervosität+Gelassenheit+Rucksack+Taschen,	Suitcase + pack + ready + holiday + journey + train + plane + farewell + silence + nervousness + calmness + backpack + bags,	{'neg': 0.115, 'neu': 0.471, 'pos': 0.414, 'compound': 0.6908}	emotional
neu	+subjektiv+Bewertung+Kritik+Lob+Gefühl+Eigenwahrnehmung+Reflektion+wiederspiegeln+Wahrnehmung+Spiegel+Verhalten+Analyse,	 + subjective + evaluation + criticism + praise + feeling + self-perception + reflection + reflecting + perception + mirror + behaviour + analysis,	{'neg': 0.171, 'neu': 0.529, 'pos': 0.3, 'compound': 0.296}	neutral
neu	Darts+Übung+Wiederholung+Konzentration+Lernen,	darts + practice + repetition + concentration + study,	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
emo	Drang+körperliche Nähe+Impuls+unangebracht+zurück	urge + physical proximity + impulse + inappropriate + back	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
neu	Gewissheit+endgültig+Entscheidung+Wahl+Folge+gewiss+Aufschieben	Certainty + final + decision + choice + consequence + certain + postponement	{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.4767}	neutral
emo	Erkenntnis+Plan+vorhersehbar+eingetroffen+Entwicklung+Einfluss+vorausschauend	Awareness + plan + predictable + arrived + development + influence + foresighted	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
neu	Unsicherheit+Gespräch+Blick+wegschauen+intensiv,	Uncertainty + conversation + gaze + looking away + intense,	{'neg': 0.312, 'neu': 0.519, 'pos': 0.169, 'compound': -0.2732}	neutral
emo	unwohl+Sorge+Nervosität+soziale Angst+unangenehm+Person	unwell + worry + nervousness + social anxiety + uncomfortable + person	{'neg': 0.758, 'neu': 0.242, 'pos': 0.0, 'compound': -0.8126}	emotional
neu	Meditation+Dankbarkeit+Atmungtur+Universum+Einklang,	meditation + gratitude + breathing + universe + attunement,	{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}	emotional
emo	introvertiert+abgegrenzt+Ruhe+soziale Kontakte+Gespräche+Party+Lesen+Netflix+still+unabhängig+Unwohlsein,	introverted + separated + quiet + social contacts + conversations + party + reading + Netflix + quiet + independent + unwell,	{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}	neutral
neu	Schlaf+Aufwachen+zufrieden+angenehm+warm+sicher+geborgen	Sleep + wake up + satisfied + pleasant + warm + safe + snug	{'neg': 0.0, 'neu': 0.268, 'pos': 0.732, 'compound': 0.872}	emotional
