neu	Zufriedenheit+Stolz+Ziel+Selbstbewusstsein+Freude+harte Arbeit +neues	{'neg': 0.085, 'neu': 0.183, 'pos': 0.732, 'compound': 0.891}	emotional
neu	reden+Fremde+Initiative,	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
emo	bequem+Unsicherheit +genervt +Wütend+Straße+Ausweichen ,	{'neg': 0.61, 'neu': 0.147, 'pos': 0.243, 'compound': -0.6124}	emotional
neu	zuhause+urlaub+draußen+ruhig+Geborgenheit+Selfcare ,	{'neg': 0.0, 'neu': 0.495, 'pos': 0.505, 'compound': 0.6249}	emotional
neu	Einzelgänger+Ruhe+andern aus dem Weg gehen+wenig reden+Zimmer+weggehen,	{'neg': 0.402, 'neu': 0.598, 'pos': 0.0, 'compound': -0.5719}	emotional
emo	schön+müde+morgens+Bett+gute Laune,	{'neg': 0.228, 'neu': 0.236, 'pos': 0.535, 'compound': 0.5994}	emotional
emo	Liebe+Nähe+Geborgenheit+Innere Ruhe+Zufriedenheit+Glück,	{'neg': 0.0, 'neu': 0.108, 'pos': 0.892, 'compound': 0.9485}	emotional
emo	Beziehung +Freundschaften+einsam+zurückhaltend ,	{'neg': 0.352, 'neu': 0.282, 'pos': 0.366, 'compound': 0.0258}	neutral
emo	Leere+Unsicherheit +Verzweiflung +Angst+weinen,	{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.9169}	emotional
neu	Freunde+Begegnung+zuhause+Verabredung +Vorfreude+warten+ungeduldig,	{'neg': 0.188, 'neu': 0.427, 'pos': 0.385, 'compound': 0.3182}	neutral
neu	Unsicherheit+Faulheit+Kontaktvermeidung +genervt+laute Klingel+warten+gespannt	{'neg': 0.491, 'neu': 0.364, 'pos': 0.145, 'compound': -0.6908}	emotional
neu	nervös+Vorstellungsgespräch+wichtig+Angst+üben+vorbereiten +besser werden+guter Eindruck	{'neg': 0.208, 'neu': 0.273, 'pos': 0.519, 'compound': 0.6908}	emotional
emo	Nachdenken+Unzufrieden+Lernen+Unwissen+Informationen+Fehler+Unterbrechung+Problemlösen+Versagen	{'neg': 0.751, 'neu': 0.138, 'pos': 0.111, 'compound': -0.9169}	emotional
emo	Eifer+Freude+Erfüllung+Herz+Anstrengung+in etwas aufgehen+sich verlieren,	{'neg': 0.19, 'neu': 0.496, 'pos': 0.314, 'compound': 0.3612}	neutral
neu	Ärger+Genervt sein +andere Menschen+unangenehm+nervige Person+alles besser wissen +sich profilieren +Ratschlag +Ungewollt	{'neg': 0.531, 'neu': 0.354, 'pos': 0.114, 'compound': -0.8625}	emotional
emo	Blicke +Beobachtung +Seltsam +Stalking +Film gucken +Influencer +sich etwas abschauen +Neid ,	{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.4404}	neutral
neu	Frau+Mann +Liebe +Kennenlernen+Attraktiviät +Besonders +Verliebtsein +Schön +Liebe auf den ersten Blick +Film +Kribbeln+Schmetterlinge im Bauch ,	{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.9719}	emotional
neu	unnötig +ausrasten+Reaktion+unwichtig +heftig +schreien+weinen +Ärger +Gefühle +Emotion geht durch +verletzen	{'neg': 0.758, 'neu': 0.242, 'pos': 0.0, 'compound': -0.9678}	emotional
emo	Ärger +Anspannung +Wörter +Gedanken +man kann an nichts anderes denken+stammeln +Unsicherheit +Wut +Enttäuschung +aufregen,	{'neg': 0.654, 'neu': 0.257, 'pos': 0.088, 'compound': -0.9371}	emotional
emo	Dankbarkeit+keine Sorgen mehr +Vertrauen+Respekt +Gewissenhaftigkeit +Für einander da sein+Unterstützung,	{'neg': 0.21, 'neu': 0.277, 'pos': 0.513, 'compound': 0.8248}	emotional
neu	Famile +Bindung +Eltern +geborgen+Zufriedenheit +Liebe +Hilfe +Berührung+bedingungslos +Zuneigung +Vertrauen,	{'neg': 0.0, 'neu': 0.21, 'pos': 0.79, 'compound': 0.9571}	emotional
emo	Deutsch+Englisch +Spanisch +Ehrgeiz ch Worten suchen +Gedächtnis +Gesten +Grammatik +Anstrengungchdenken	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
emo	Lustig +Nähe +Verständnis +Zusammengehörigkeit +Gefühle +Ähnlichkeit +Seltsam+Vertraut,	{'neg': 0.205, 'neu': 0.536, 'pos': 0.259, 'compound': 0.1531}	neutral
neu	zufällig +Freude +Wiederfinden+Glücklich sein +Einfall+Schlüssel +Suche+finden,	{'neg': 0.088, 'neu': 0.408, 'pos': 0.503, 'compound': 0.7964}	emotional
neu	Sorgen+Gefühle+Zweifel+Ängste+Gedanken+Schlaflosigkeit,	{'neg': 0.691, 'neu': 0.309, 'pos': 0.0, 'compound': -0.6908}	emotional
emo	Abwarten +Ungeduldig sein +Freude +Anspannung +Nervösität +Vorfreude+Checkliste +Gepäck ,	{'neg': 0.262, 'neu': 0.238, 'pos': 0.5, 'compound': 0.6124}	emotional
neu	Reflexion+Gedanken+aufschreiben+Selbstkritik+Selbstlob+Selbstwert+Erwartungen an sich selbst	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
neu	Ehrgeiz +sich selbst etwas beweisen +Eifer +Lernen+Talent +Übung+Wiederholung +Probieren +Erfolg +Misserfolg +Anstrenngung	{'neg': 0.161, 'neu': 0.39, 'pos': 0.449, 'compound': 0.7096}	emotional
neu	Vermissen +Beziehungen+Berührung +Umarmen+Corona +Kontaktbeschränkung+Freundschaft +Wiedersehen+Helfen+Trösten,	{'neg': 0.224, 'neu': 0.365, 'pos': 0.411, 'compound': 0.5574}	emotional
neu	Aufschieben+zögern+etwas bereuen+Erkenntnis+Dummheit+kurzfirstig +Belohnung +Konsequenz +unangenehm+langfristig +entscheiden	{'neg': 0.493, 'neu': 0.332, 'pos': 0.175, 'compound': -0.6908}	emotional
neu	Erfolg +Erwartung +Enttäuschung +Negativ +positiv +Zeit +Zeitspanne +Druck +Ziele +Lebensziel +Beruf +Erkenntnis ,	{'neg': 0.361, 'neu': 0.353, 'pos': 0.286, 'compound': -0.2263}	neutral
emo	Unsicherheit+Schüchternheit +Interesse +Sprechen+Schweigen +Gesten +Blicke ,	{'neg': 0.421, 'neu': 0.331, 'pos': 0.248, 'compound': -0.2732}	neutral
neu	Angst +Flucht+Vermeidung +Unangenehm +Liebe +Peinlichkeit +Wiedersehen+Panik ,	{'neg': 0.681, 'neu': 0.046, 'pos': 0.273, 'compound': -0.8316}	emotional
emo	Zufriedenheit +Entspannt sein +keine Sorgen+Leise +Stille +Anstrennung fällt ab	{'neg': 0.292, 'neu': 0.351, 'pos': 0.357, 'compound': 0.2732}	neutral
emo	alleine +einsam +keine Kontakte +keine Freunde +langeweile +Netflix +entspannung ,	{'neg': 0.569, 'neu': 0.102, 'pos': 0.33, 'compound': -0.4019}	neutral
neu	friedlich+entspannt +schön +Morgen +auschlafen +Träume +gähnen +in Gedanken sein +Ruhe +frieden	{'neg': 0.0, 'neu': 0.21, 'pos': 0.79, 'compound': 0.9571}	emotional
neu	Liebe +Vertrautheit +Zufriedenheit +Partnerschaft+Freundschaft+Familie +Zusammengehörigkeit+Gemeinschaft +schön +verliebt +glücklich +geborgen	{'neg': 0.0, 'neu': 0.201, 'pos': 0.799, 'compound': 0.9744}	emotional
emo	eigentlich interessiert +Schwarm +Desinteresse vortäuschen+sich verstellen +Kennenlernen+unehrlich +Gesellschaft,	{'neg': 0.409, 'neu': 0.427, 'pos': 0.165, 'compound': -0.4588}	neutral
emo	Depression+Trauer+Einsamkeit+Alleine+weinen+sich leer fühlen+Alles in Frage stellen +Herzschmerz+tiefe Trauer+Grundlos	{'neg': 0.845, 'neu': 0.103, 'pos': 0.052, 'compound': -0.9686}	emotional
emo	Vorfreude +Langeweile +Abwarten +Fenster +Auto +Freundschaft +Besuch +Verwandschaft +Zeit ,	{'neg': 0.183, 'neu': 0.476, 'pos': 0.341, 'compound': 0.25}	neutral
emo	Faulheit+Ängstlichkeit+alleine wohnen+Sofa +Familie+Postbote +Türklingel +faulenzen+enspannen+gestört werden	{'neg': 0.36, 'neu': 0.457, 'pos': 0.183, 'compound': -0.2732}	neutral
neu	Nervösität +Angst +Stress +Wiederholen +Anspannung +Versagensangst+Vorstellungsgespräch +Klausur +Prüfung +Telefonate	{'neg': 0.66, 'neu': 0.34, 'pos': 0.0, 'compound': -0.926}	emotional
neu	Frustration+nicht vorankommen+Hilfe+Instruktionen	{'neg': 0.573, 'neu': 0.427, 'pos': 0.0, 'compound': -0.6551}	emotional
neu	Feuereifer+Freude+Anerkennung+Fertigstellung+Stolz	{'neg': 0.0, 'neu': 0.326, 'pos': 0.674, 'compound': 0.7351}	emotional
emo	Genervtheit+Wut+gekränkt+ignorieren+mit den Augen rollen,	{'neg': 0.84, 'neu': 0.16, 'pos': 0.0, 'compound': -0.8591}	emotional
neu	positiv oder negativ+Inspiration+An eigene Bedürfnisse erinnern+Mitmenschen	{'neg': 0.222, 'neu': 0.359, 'pos': 0.419, 'compound': 0.5106}	emotional
neu	Aufregung+Pure Freude+Schmetterlinge im Bauch+Neugier auf weiteres Kennenlernen+kann es kaum glauben ,	{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.8519}	emotional
neu	Weinen+Emotionalh am Wasser gebaut+Kritikfähigkeit+sich beruhigen+beschämend,	{'neg': 0.306, 'neu': 0.459, 'pos': 0.235, 'compound': -0.34}	neutral
emo	auf sich selbst sauer sein+Hoffench Wort suchen ,	{'neg': 0.348, 'neu': 0.652, 'pos': 0.0, 'compound': -0.4939}	neutral
neu	Ruhe+Zufriedenheit+anstrebsam,	{'neg': 0.0, 'neu': 0.161, 'pos': 0.839, 'compound': 0.6369}	emotional
emo	Wohlergehen+Liebe+Wärme+Geborgenheit+tut gut+Aufpassen,	{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.91}	emotional
neu	anstrengend+Aufwand+Lernen+Lernerfolg+Englisch+Spanisch+Schule+Präsentation+Telefonat+Ausland	{'neg': 0.154, 'neu': 0.617, 'pos': 0.228, 'compound': 0.296}	neutral
emo	Glück+Empathie+Trauer+Verständnis+Gute Freunde	{'neg': 0.2, 'neu': 0.138, 'pos': 0.662, 'compound': 0.7717}	emotional
emo	Geld+Gegenstand+Freude+Überraschung+runtergefallen+versteckt,	{'neg': 0.0, 'neu': 0.459, 'pos': 0.541, 'compound': 0.7096}	emotional
neu	Müdigkeit+Unzufriedenheit+schlechter Traum +Aufwachen+leichter Schlaf,	{'neg': 0.592, 'neu': 0.272, 'pos': 0.136, 'compound': -0.7717}	emotional
neu	Aufregung+Glück+Vorfreude+Aufgekratzt sein+Überprüfen	{'neg': 0.0, 'neu': 0.08, 'pos': 0.92, 'compound': 0.8885}	emotional
emo	reflektieren+verbessern,	{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}	neutral
emo	Übung +Frustration+Erfolg+dran bleiben ,	{'neg': 0.287, 'neu': 0.37, 'pos': 0.343, 'compound': 0.1531}	neutral
neu	keine Berührungsängste+extravertiert+romantisch+Mittel zum Zweck,	{'neg': 0.358, 'neu': 0.464, 'pos': 0.179, 'compound': -0.4019}	neutral
emo	Verantwortung+Last+etwas erreichen können+Veränderung	{'neg': 0.492, 'neu': 0.508, 'pos': 0.0, 'compound': -0.4404}	neutral
neu	Plan+Zufriedenheit+Stolz+Ziel erreichen+Erfolg feiern	{'neg': 0.0, 'neu': 0.191, 'pos': 0.809, 'compound': 0.9136}	emotional
neu	Lösung+Problem+Sprechen+Abwarten+hoffen	{'neg': 0.276, 'neu': 0.204, 'pos': 0.52, 'compound': 0.34}	neutral
emo	Blickkontakt vermeiden+Distanz wahren+Sich mit anderen Menschen unterhalten+ungutes Gefühl+schnell weg,	{'neg': 0.294, 'neu': 0.613, 'pos': 0.092, 'compound': -0.5106}	emotional
emo	Glückseeligkeit+kann so bleiben+Wunsch	{'neg': 0.0, 'neu': 0.243, 'pos': 0.757, 'compound': 0.8528}	emotional
emo	zu viel+Auszeit+Ruhe+soziale Interaktionen+Batterie aufladen+isoliert+introvertiert,	{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.3182}	neutral
emo	Sonne+Fenster+Wärme+Lächeln+Ausgeschlafen+guter Tag+Energie+im Traum schwelgen	{'neg': 0.0, 'neu': 0.324, 'pos': 0.676, 'compound': 0.8885}	emotional
emo	Familie+Freundschaft+Vertrauen+alles erzählen können,	{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.7351}	emotional
neu	unnötig+macht jeder+Strategie+Hoffen	{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}	neutral
emo	Last+schlechte Laune+Unlust+Verzweiflung+Bett+Nichts tun +Weinen	{'neg': 0.535, 'neu': 0.308, 'pos': 0.157, 'compound': -0.7308}	emotional
emo	Fenster+hibbelig+rumlaufen+putzen+Glück+Spiegel angucken,	{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.5574}	emotional
neu	Horchen +Unsicherheit	{'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.34}	neutral
neu	wichtige Entscheidungen+Vortrag+Arbeit+Schule+Freundschaft+Beziehung+alltäglich+Bewertung	{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.5719}	emotional
neu	frustrierend+Stillstand+Informationen+Wissensstand,	{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.4404}	neutral
emo	Leidenschaft+Engagement+investieren+Hingabe+Zeit	{'neg': 0.0, 'neu': 0.189, 'pos': 0.811, 'compound': 0.8225}	emotional
neu	unerwünscht+aufdringlich+nervig+gereizt+negativ+Tipp+gut gemeint+nicht hilfreich+nutzlos,	{'neg': 0.761, 'neu': 0.141, 'pos': 0.099, 'compound': -0.9201}	emotional
emo	abschauen+beeinflussenchahmung+Empathie	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
neu	Zufall+Begegnung+Liebe auf den ersten Blick+Anziehung+Attraktivität	{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.875}	emotional
neu	unangebracht+übertrieben+verständlich+irrational+emotional+stressig+Konflikt+Überreaktion,	{'neg': 0.755, 'neu': 0.136, 'pos': 0.109, 'compound': -0.8176}	emotional
emo	frustrierend+vergessen+entfallen+Erinnerung	{'neg': 0.875, 'neu': 0.125, 'pos': 0.0, 'compound': -0.7184}	emotional
emo	Vertrauen+Zuverlässigkeit+Verbundenheit+verbindlich+abgesichert,	{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.7184}	emotional
neu	Bindung+Beziehung+Nähe+Geborgenheit+Familie,	{'neg': 0.0, 'neu': 0.395, 'pos': 0.605, 'compound': 0.5574}	emotional
emo	englisch+Fremdsprache+struggle+Enkmitas+Wörterchdenken+Schwierigkeiten+unangenehm+deutsch+Akzent+Grammatik,	{'neg': 0.441, 'neu': 0.559, 'pos': 0.0, 'compound': -0.7269}	emotional
emo	Empathie+Einfühlungsvermögen+Verbundenheit+relate+Freundschaft+Verständnis+Sicherheit	{'neg': 0.0, 'neu': 0.485, 'pos': 0.515, 'compound': 0.6486}	emotional
emo	Überraschung+Zufall+Gegenstand+Objekt+verlegt+vergessen	{'neg': 0.237, 'neu': 0.5, 'pos': 0.263, 'compound': 0.0516}	neutral
neu	Stress+Unruhe+Erschöpfung+Sorgen+Müdigkeit+unzufrieden+gereizt	{'neg': 0.941, 'neu': 0.059, 'pos': 0.0, 'compound': -0.9313}	emotional
neu	Koffer+packen+fertig+Urlaub+Reise+Zug+Flugzeug+Abschied+Stille+Nervosität+Gelassenheit+Rucksack+Taschen,	{'neg': 0.115, 'neu': 0.471, 'pos': 0.414, 'compound': 0.6908}	emotional
neu	+subjektiv+Bewertung+Kritik+Lob+Gefühl+Eigenwahrnehmung+Reflektion+wiederspiegeln+Wahrnehmung+Spiegel+Verhalten+Analyse,	{'neg': 0.171, 'neu': 0.529, 'pos': 0.3, 'compound': 0.296}	neutral
neu	Darts+Übung+Wiederholung+Konzentration+Lernen,	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
emo	Drang+körperliche Nähe+Impuls+unangebracht+zurück	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
neu	Gewissheit+endgültig+Entscheidung+Wahl+Folge+gewiss+Aufschieben	{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.4767}	neutral
emo	Erkenntnis+Plan+vorhersehbar+eingetroffen+Entwicklung+Einfluss+vorausschauend	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
neu	Unsicherheit+Gespräch+Blick+wegschauen+intensiv,	{'neg': 0.312, 'neu': 0.519, 'pos': 0.169, 'compound': -0.2732}	neutral
emo	unwohl+Sorge+Nervosität+soziale Angst+unangenehm+Person	{'neg': 0.758, 'neu': 0.242, 'pos': 0.0, 'compound': -0.8126}	emotional
neu	Meditation+Dankbarkeit+Atmungtur+Universum+Einklang,	{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}	emotional
emo	introvertiert+abgegrenzt+Ruhe+soziale Kontakte+Gespräche+Party+Lesen+Netflix+still+unabhängig+Unwohlsein,	{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}	neutral
neu	Schlaf+Aufwachen+zufrieden+angenehm+warm+sicher+geborgen	{'neg': 0.0, 'neu': 0.268, 'pos': 0.732, 'compound': 0.872}	emotional
emo	Geborgenheit+Sicherheit+Gelassenheit+Vertrauen+Ruhe+Freundschaft+Gefühl+angenehm	{'neg': 0.0, 'neu': 0.05, 'pos': 0.95, 'compound': 0.9509}	emotional
emo	unecht+vorgeben+interessiert+haben wollen+unehrlich+Neid+Unsicherheit	{'neg': 0.696, 'neu': 0.06, 'pos': 0.244, 'compound': -0.8225}	emotional
emo	Gefühl+Unterbewusstsein+Weinen+Verzweifelung+allein sein+Überforderung+V	{'neg': 0.612, 'neu': 0.165, 'pos': 0.223, 'compound': -0.6908}	emotional
neu	Ungeduld+Vorfreude+unruhig+abwarten+lcontrollcommand	{'neg': 0.59, 'neu': 0.241, 'pos': 0.169, 'compound': -0.5423}	emotional
neu	Unsicherheit+Geduld+Anspannung+Abwägung,	{'neg': 0.701, 'neu': 0.299, 'pos': 0.0, 'compound': -0.5719}	emotional
emo	Nervosität+Sorge+Unruhig+Telefonat+versprechen+formulieren+,	{'neg': 0.576, 'neu': 0.24, 'pos': 0.184, 'compound': -0.5994}	emotional
neu	+neues entdecken	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
emo	+Erlebnis+was neues+Begeisterung für neues	{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}	neutral
neu	+unzufriedenheit+unglücklich	{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.7184}	emotional
neu	lusche	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
emo	beste traum	{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7351}	emotional
neu	+nett +freundlch	{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7184}	emotional
emo	angekommen+regelmässig +fürsorge+einfüllsam	{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4939}	neutral
emo	gute vorberteitet,	{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}	emotional
neu	negativ+grübeln+Sorgen+Stress+Depression,	{'neg': 0.922, 'neu': 0.0, 'pos': 0.078, 'compound': -0.9169}	emotional
neu	Flow+wichtig+Arbeitsmoral	{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.2023}	neutral
emo	meist eher nervig+kann hilfreich sein+hätte man sich getraut zu fragen?+dankbar+gereizt+situationsabhängig	{'neg': 0.224, 'neu': 0.549, 'pos': 0.227, 'compound': 0.0258}	neutral
neu	filmerisch+Romantic Comedy	{'neg': 0.0, 'neu': 0.161, 'pos': 0.839, 'compound': 0.6369}	emotional
neu	logisch+neutral	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
emo	Überkompensation,	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
neu	nervig+anstrengend+Fremdsprachen+häufig+Wortfindungsstörungen+warum nur	{'neg': 0.426, 'neu': 0.574, 'pos': 0.0, 'compound': -0.6369}	emotional
neu	neutral+Voraussetzung für Zusammenarbeit+wünschenswert	{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}	neutral
neu	wunscherschön+Geborgenheit+Wärme+Vertrauen+wichtig,	{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.93}	emotional
emo	Sozialer Druck+mehr trauen+toleranter werden für Fehler+verständlich	{'neg': 0.293, 'neu': 0.355, 'pos': 0.352, 'compound': 0.2484}	neutral
emo	positiv+lachen+warm+Frendschaft+Freund,	{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.9349}	emotional
neu	Glück+Freude +angenehm,	{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.8934}	emotional
neu	viel zu oft+anstrengend,	{'neg': 0.455, 'neu': 0.545, 'pos': 0.0, 'compound': -0.3612}	neutral
emo	Wunsch+Sehnsucht+Aufregung,	{'neg': 0.157, 'neu': 0.0, 'pos': 0.843, 'compound': 0.7003}	emotional
emo	Nervig+anstrengend+selbstkritisch+Zweifel,	{'neg': 0.722, 'neu': 0.278, 'pos': 0.0, 'compound': -0.6369}	emotional
emo	Druck+aufgezwungen+intrinsisch?,	{'neg': 0.839, 'neu': 0.161, 'pos': 0.0, 'compound': -0.6369}	emotional
emo	überwältigend+schön+frustrierend+Erschwert durch Pandemie+motiviert	{'neg': 0.21, 'neu': 0.29, 'pos': 0.5, 'compound': 0.6124}	emotional
neu	Selbstwirksamkeit+Stolz+selbstbestimmt	{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}	neutral
emo	Selbstwirksamkeit+Anstrenung +auszahlen+positiv+gutes Gefühl+Selbstbewusstsein	{'neg': 0.092, 'neu': 0.263, 'pos': 0.645, 'compound': 0.8555}	emotional
emo	Errötung+Anziehung+attraktiv+trauen+Mut	{'neg': 0.0, 'neu': 0.075, 'pos': 0.925, 'compound': 0.9081}	emotional
emo	vorausschauend+anstrengend	{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}	neutral
emo	Nirvana+Langeweile+Ruhe+Reiz Freiheit	{'neg': 0.197, 'neu': 0.171, 'pos': 0.632, 'compound': 0.7269}	emotional
neu	negativ+unschön+vorsichtig+traurig	{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.8885}	emotional
neu	Spannendes Gefühl+Realistischer Traum?+Verarbeitung+Introspektion	{'neg': 0.0, 'neu': 0.309, 'pos': 0.691, 'compound': 0.6908}	emotional
emo	Freundschaft+Liebe+Gesellschaft+angenehm+Kneipe+Feierabendbier,	{'neg': 0.0, 'neu': 0.325, 'pos': 0.675, 'compound': 0.886}	emotional
emo	inkongruent+doof+selbstlos?+unangenehm,	{'neg': 0.75, 'neu': 0.25, 'pos': 0.0, 'compound': -0.7184}	emotional
neu	merkwürdig+vorübergehend+Körperlichkeit	{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.2023}	neutral
neu	paranoid+vorbereitet+anstrengend,	{'neg': 0.408, 'neu': 0.204, 'pos': 0.388, 'compound': -0.0258}	neutral
emo	Sozialer Druck+unangenehm+Interaktion+anxiety,	{'neg': 0.765, 'neu': 0.235, 'pos': 0.0, 'compound': -0.6705}	emotional
neu	Druck+Vorbereitung+unangenehm +Zweifel?+souverän	{'neg': 0.785, 'neu': 0.215, 'pos': 0.0, 'compound': -0.743}	emotional
neu	anstrengend +man will lösung finden +bestmöglichste Lösung +kann nur mich betreffen oder oft auch andere+Entscheidungen +Zukunft+Vergangenheit +handlungen+die passiert sind,	{'neg': 0.083, 'neu': 0.627, 'pos': 0.29, 'compound': 0.743}	emotional
emo	ehrgeizig+ich will es gut machen+ich gebe alles+ich mache es nicht halbherzigchher kann man stolz seines erledigt zu haben +mühe+anstregend+stress+belohung	{'neg': 0.149, 'neu': 0.478, 'pos': 0.374, 'compound': 0.7906}	emotional
emo	nett gemeint+kann auch nerven +besserwisser+komisces gefühl+als könnte man es ncht alleine+kann helfen	{'neg': 0.102, 'neu': 0.454, 'pos': 0.444, 'compound': 0.7929}	emotional
