	VP_Code	word	emotionality	definition	group	features
35	Dn20Df	Iberletsch	neu	Der Impuls, eine andere Person berühren zu wollen.	Control	unnötig + ausrasten + Reaktion + unwichtig + heftig + schreien + weinen + Ärger + Gefühle + Emotion geht durch + verletzen
36	Dn20Df	Muschürdur	emo	Eine bittere Traurigkeit empfinden, die einen grundlos überwältigt.	Control	Ärger + Anspannung + Wörter + Gedanken + man kann an nichts anderes denken + stammeln + Unsicherheit + Wut + Enttäuschung + aufregen
37	Dn20Df	Wunicher	emo	Der starke Drang eine unangenehme Begegnung zu vermeiden.	Control	Dankbarkeit + keine Sorgen mehr + Vertrauen + Respekt + Gewissenhaftigkeit + Für einander da sein + Unterstützung
38	Dn20Df	Skibt	neu	Der Zustand, in den man kommt, wenn man die Gefühle anderer Menschen teilt.	Control	Familie + Bindung + Eltern + geborgen + Zufriedenheit + Liebe + Hilfe + Berührung + bedingungslos + Zuneigung + Vertrauen
39	Dn20Df	Bisknirgo	emo	Ein Zustand vollkommener Harmonie und Gelassenheit, in dem man friedliche Ruhe empfindet.	Control	Deutsch + Englisch + Spanisch + Ehrgeiz + nach Worten suchen + Gedächtnis + Gesten + Grammatik + Anstrengung + nachdenken
40	Dn20Df	Enkmitas	emo	Die Frustration, wenn einem ein Wort auf der Zunge liegt, das einem entfallen ist.	Control	Lustig + Nähe + Verständnis + Zusammengehörigkeit + Gefühle + Ähnlichkeit + Seltsam + Vertraut
41	Dn20Df	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Control	zufällig + Freude + Wiederfinden + Glücklich sein + Einfall + Schlüssel + Suche + finden
42	Dn20Df	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Control	Sorgen + Gefühle + Zweifel + Ängste + Gedanken + Schlaflosigkeit
43	Dn20Df	Zwelde	emo	Das glückliche und friedliche Aufwachen nach einem angenehmen Traum.	Control	Abwarten + Ungeduldig sein + Freude + Anspannung + Nervosität + Vorfreude + Checkliste + Gepäck 
44	Dn20Df	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Control	Reflexion + Gedanken + aufschreiben + Selbstkritik + Selbstlob + Selbstwert + Erwartungen an sich selbst
45	Dn20Df	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Control	Ehrgeiz + sich selbst etwas beweisen + Eifer + Lernen + Talent + Übung + Wiederholung + Probieren + Erfolg + Misserfolg + Anstrengung
46	Dn20Df	Häugnung	neu	Den Einfluss, den die Beobachtung einer zwischenmenschlichen Interaktion auf einen hat.	Control	Vermissen + Beziehungen + Berührung + Umarmen + Corona + Kontaktbeschränkung + Freundschaft + Wiedersehen + Helfen + Trösten
47	Dn20Df	Ferandsor	neu	Wenn man verschlossen ist, weil man lieber für sich bleibt als unter anderen Menschen.	Control	Aufschieben + zögern + etwas bereuen + Erkenntnis + Dummheit + kurzfristig + Belohnung + Konsequenz + unangenehm + langfristig + entscheiden
48	Dn20Df	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Control	Erfolg + Erwartung + Enttäuschung + Negativ + positiv + Zeit + Zeitspanne + Druck + Ziele + Lebensziel + Beruf + Erkenntnis 
49	Dn20Df	Rugliebast	emo	Nervös ein wichtiges Gespräch im Kopf durchspielen, um keine Fehler zu begehen.	Control	Unsicherheit + Schüchternheit + Interesse + Sprechen + Schweigen + Gesten + Blicke 
50	Dn20Df	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Control	Angst + Flucht + Vermeidung + Unangenehm + Liebe + Peinlichkeit + Wiedersehen + Panik 
51	Dn20Df	Zimerhubst	emo	Das ausgelaugte und erschöpfte Gefühl nach einer schlaflosen, sorgenvollen Nacht.	Control	Zufriedenheit + Entspannt sein + keine Sorgen + Leise + Stille + Anstrengung fällt ab
52	Dn20Df	Mege	emo	Das sichere Vertrauen in jemanden, der zuverlässig seinen Pflichten nachkommt.	Control	alleine + einsam + keine Kontakte + keine Freunde + Langeweile + Netflix + Entspannung 
53	Dn20Df	Weforshank	neu	Die durch Berührung erzeugte Bindung zwischen Eltern und ihrem Kind.	Control	friedlich + entspannt + schön + Morgen + ausschlafen + Träume + gähnen + in Gedanken sein + Ruhe + Frieden
54	Dn20Df	Faube	neu	Die Möglichkeit, dass sich aus dem Blickkontakt mit einer anderen Person ein Gespräch ergibt, das diese initiiert.	Control	Liebe + Vertrautheit + Zufriedenheit + Partnerschaft + Freundschaft + Familie + Zusammengehörigkeit + Gemeinschaft + schön + verliebt + glücklich + geborgen
55	Dn20Df	Herklögen	emo	Die ruhige Geborgenheit in der Anwesenheit einer vertrauten Person.	Control	eigentlich interessiert + Schwarm + Desinteresse vortäuschen + sich verstellen + Kennenlernen + unehrlich + Gesellschaft
56	Dn20Df	Wumeizauch	emo	Einen unerwünschten Ratschlag bekommen, der einem aufgedrängt wird.	Control	Depression + Trauer + Einsamkeit + Alleine + weinen + sich leer fühlen + Alles in Frage stellen + Herzschmerz + tiefe Trauer + Grundlos
57	Dn20Df	Neif	emo	Mit Leidenschaft und Engagement alles in ein Herzensprojekt investieren.	Control	Vorfreude + Langeweile + Abwarten + Fenster + Auto + Freundschaft + Besuch + Verwandtschaft + Zeit 
58	Dn20Df	Wupforau	emo	Die besondere Empfindung, dass man sich in die Person verlieben wird, die man gerade kennengelernt hat.	Control	Faulheit + Ängstlichkeit + alleine wohnen + Sofa + Familie + Postbote + Türklingel + faulenzen + entspannen + gestört werden
59	Dn20Df	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Control	Nervosität + Angst + Stress + Wiederholen + Anspannung + Versagensangst + Vorstellungsgespräch + Klausur + Prüfung + Telefonate
60	IN11MH	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Imagery	Frustration + nicht vorankommen + Hilfe + Instruktionen
61	IN11MH	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Imagery	Feuereifer + Freude + Anerkennung + Fertigstellung + Stolz
62	IN11MH	Preier	emo	Desinteresse vortäuschen, obwohl man etwas eigentlich haben möchte.	Imagery	Genervtheit + Wut + gekränkt + ignorieren + mit den Augen rollen
63	IN11MH	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Imagery	positiv oder negativ + Inspiration + An eigene Bedürfnisse erinnern + Mitmenschen
64	IN11MH	Faube	neu	Die Möglichkeit, dass sich aus dem Blickkontakt mit einer anderen Person ein Gespräch ergibt, das diese initiiert.	Imagery	Aufregung + Pure Freude + Schmetterlinge im Bauch + Neugier auf weiteres Kennenlernen + kann es kaum glauben 
65	IN11MH	Weforshank	neu	Die durch Berührung erzeugte Bindung zwischen Eltern und ihrem Kind.	Imagery	Weinen + Emotional + nah am Wasser gebaut + Kritikfähigkeit + sich beruhigen + beschämend
66	IN11MH	Muschürdur	emo	Eine bittere Traurigkeit empfinden, die einen grundlos überwältigt.	Imagery	auf sich selbst sauer sein + Hoffen + nach Wort suchen 
67	IN11MH	Ferandsor	neu	Wenn man verschlossen ist, weil man lieber für sich bleibt als unter anderen Menschen.	Imagery	Ruhe + Zufriedenheit + anstrebsam
68	IN11MH	Rugliebast	emo	Nervös ein wichtiges Gespräch im Kopf durchspielen, um keine Fehler zu begehen.	Imagery	Wohlergehen + Liebe + Wärme + Geborgenheit + tut gut + Aufpassen
69	IN11MH	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Imagery	anstrengend + Aufwand + Lernen + Lernerfolg + Englisch + Spanisch + Schule + Präsentation + Telefonat + Ausland
70	IN11MH	Zimerhubst	emo	Das ausgelaugte und erschöpfte Gefühl nach einer schlaflosen, sorgenvollen Nacht.	Imagery	Glück + Empathie + Trauer + Verständnis + Gute Freunde
71	IN11MH	Enkmitas	emo	Die Frustration, wenn einem ein Wort auf der Zunge liegt, das einem entfallen ist.	Imagery	Geld + Gegenstand + Freude + Überraschung + herunter gefallen + versteckt
72	IN11MH	Skibt	neu	Der Zustand, in den man kommt, wenn man die Gefühle anderer Menschen teilt.	Imagery	Müdigkeit + Unzufriedenheit + schlechter Traum + Aufwachen + leichter Schlaf
73	IN11MH	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Imagery	Aufregung + Glück + Vorfreude + Aufgekratzt sein + Überprüfen
74	IN11MH	Neif	emo	Mit Leidenschaft und Engagement alles in ein Herzensprojekt investieren.	Imagery	reflektieren + verbessern
75	IN11MH	Wumeizauch	emo	Einen unerwünschten Ratschlag bekommen, der einem aufgedrängt wird.	Imagery	Übung + Frustration + Erfolg + dran bleiben 
76	IN11MH	Häugnung	neu	Den Einfluss, den die Beobachtung einer zwischenmenschlichen Interaktion auf einen hat.	Imagery	keine Berührungsängste + extravertiert + romantisch + Mittel zum Zweck
77	IN11MH	Wunicher	emo	Der starke Drang eine unangenehme Begegnung zu vermeiden.	Imagery	Verantwortung + Last + etwas erreichen können + Veränderung
78	IN11MH	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Imagery	Plan + Zufriedenheit + Stolz + Ziel erreichen + Erfolg feiern
79	IN11MH	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Imagery	Lösung + Problem + Sprechen + Abwarten + hoffen
80	IN11MH	Bismirbiel	emo	Eine heftige emotionale Reaktion auf ein unbedeutsames Ereignis zeigen.	Imagery	Blickkontakt vermeiden + Distanz wahren + Sich mit anderen Menschen unterhalten + ungutes Gefühl + schnell weg
81	IN11MH	Mege	emo	Das sichere Vertrauen in jemanden, der zuverlässig seinen Pflichten nachkommt.	Imagery	Glückseligkeit + kann so bleiben + Wunsch
82	IN11MH	Zwelde	emo	Das glückliche und friedliche Aufwachen nach einem angenehmen Traum.	Imagery	zu viel + Auszeit + Ruhe + soziale Interaktionen + Batterie aufladen + isoliert + introvertiert
83	IN11MH	Bisknirgo	emo	Ein Zustand vollkommener Harmonie und Gelassenheit, in dem man friedliche Ruhe empfindet.	Imagery	Sonne + Fenster + Wärme + Lächeln + Ausgeschlafen + guter Tag + Energie + im Traum schwelgen
84	IN11MH	Wupforau	emo	Die besondere Empfindung, dass man sich in die Person verlieben wird, die man gerade kennengelernt hat.	Imagery	Familie + Freundschaft + Vertrauen + alles erzählen können
85	IN11MH	Iberletsch	neu	Der Impuls, eine andere Person berühren zu wollen.	Imagery	unnötig + macht jeder + Strategie + Hoffen
86	IN11MH	Herklögen	emo	Die ruhige Geborgenheit in der Anwesenheit einer vertrauten Person.	Imagery	Last + schlechte Laune + Unlust + Verzweiflung + Bett + Nichts tun + Weinen
87	IN11MH	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Imagery	Fenster + hibbelig + rumlaufen + putzen + Glück + Spiegel angucken
88	IN11MH	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Imagery	Horchen + Unsicherheit
89	IN11MH	Bingsemöl	neu	Wenn man eine Tätigkeit wiederholt, um sie ausreichend gut durchführen zu können.	Imagery	wichtige Entscheidungen + Vortrag + Arbeit + Schule + Freundschaft + Beziehung + alltäglich + Bewertung
90	CL10SL	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Control	frustrierend + Stillstand + Informationen + Wissensstand
91	CL10SL	Wupforau	emo	Die besondere Empfindung, dass man sich in die Person verlieben wird, die man gerade kennengelernt hat.	Control	Leidenschaft + Engagement + investieren + Hingabe + Zeit
92	CL10SL	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Control	unerwünscht + aufdringlich + nervig + gereizt + negativ + Tipp + gut gemeint + nicht hilfreich + nutzlos
93	CL10SL	Rugliebast	emo	Nervös ein wichtiges Gespräch im Kopf durchspielen, um keine Fehler zu begehen.	Control	abschauen + beeinflussen + Nachahmung + Empathie
94	CL10SL	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Control	Zufall + Begegnung + Liebe auf den ersten Blick + Anziehung + Attraktivität
95	CL10SL	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Control	unangebracht + übertrieben + verständlich + irrational + emotional + stressig + Konflikt + Überreaktion
96	CL10SL	Zwelde	emo	Das glückliche und friedliche Aufwachen nach einem angenehmen Traum.	Control	frustrierend + vergessen + entfallen + Erinnerung
97	CL10SL	Bisknirgo	emo	Ein Zustand vollkommener Harmonie und Gelassenheit, in dem man friedliche Ruhe empfindet.	Control	Vertrauen + Zuverlässigkeit + Verbundenheit + verbindlich + abgesichert
98	CL10SL	Häugnung	neu	Den Einfluss, den die Beobachtung einer zwischenmenschlichen Interaktion auf einen hat.	Control	Bindung + Beziehung + Nähe + Geborgenheit + Familie
99	CL10SL	Bismirbiel	emo	Eine heftige emotionale Reaktion auf ein unbedeutsames Ereignis zeigen.	Control	englisch + Fremdsprache + struggle + Enkmitas + Wörter + nachdenken + Schwierigkeiten + unangenehm + deutsch + Akzent + Grammatik
100	CL10SL	Neif	emo	Mit Leidenschaft und Engagement alles in ein Herzensprojekt investieren.	Control	Empathie + Einfühlungsvermögen + Verbundenheit + relate + Freundschaft + Verständnis + Sicherheit
101	CL10SL	Herklögen	emo	Die ruhige Geborgenheit in der Anwesenheit einer vertrauten Person.	Control	Überraschung + Zufall + Gegenstand + Objekt + verlegt + vergessen
102	CL10SL	Skibt	neu	Der Zustand, in den man kommt, wenn man die Gefühle anderer Menschen teilt.	Control	Stress + Unruhe + Erschöpfung + Sorgen + Müdigkeit + unzufrieden + gereizt
103	CL10SL	Ferandsor	neu	Wenn man verschlossen ist, weil man lieber für sich bleibt als unter anderen Menschen.	Control	Koffer + packen + fertig + Urlaub + Reise + Zug + Flugzeug + Abschied + Stille + Nervosität + Gelassenheit + Rucksack + Taschen
104	CL10SL	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Control	subjektiv + Bewertung + Kritik + Lob + Gefühl + Eigenwahrnehmung + Reflexion + widerspiegeln + Wahrnehmung + Spiegel + Verhalten + Analyse
105	CL10SL	Bingsemöl	neu	Wenn man eine Tätigkeit wiederholt, um sie ausreichend gut durchführen zu können.	Control	Darts + Übung + Wiederholung + Konzentration + Lernen
106	CL10SL	Wunicher	emo	Der starke Drang eine unangenehme Begegnung zu vermeiden.	Control	Drang + körperliche Nähe + Impuls + unangebracht + zurück
107	CL10SL	Iberletsch	neu	Der Impuls, eine andere Person berühren zu wollen.	Control	Gewissheit + endgültig + Entscheidung + Wahl + Folge + gewiss + Aufschieben
108	CL10SL	Wumeizauch	emo	Einen unerwünschten Ratschlag bekommen, der einem aufgedrängt wird.	Control	Erkenntnis + Plan + vorhersehbar + eingetroffen + Entwicklung + Einfluss + vorausschauend
109	CL10SL	Faube	neu	Die Möglichkeit, dass sich aus dem Blickkontakt mit einer anderen Person ein Gespräch ergibt, das diese initiiert.	Control	Unsicherheit + Gespräch + Blick + wegschauen + intensiv
110	CL10SL	Muschürdur	emo	Eine bittere Traurigkeit empfinden, die einen grundlos überwältigt.	Control	unwohl + Sorge + Nervosität + soziale Angst + unangenehm + Person
111	CL10SL	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Control	Meditation + Dankbarkeit + Atmung + Universum + Einklang
112	CL10SL	Preier	emo	Desinteresse vortäuschen, obwohl man etwas eigentlich haben möchte.	Control	introvertiert + abgegrenzt + Ruhe + soziale Kontakte + Gespräche + Party + Lesen + Netflix + still + unabhängig + Unwohlsein
113	CL10SL	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Control	Schlaf + Aufwachen + zufrieden + angenehm + warm + sicher + geborgen
114	CL10SL	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Control	Geborgenheit + Sicherheit + Gelassenheit + Vertrauen + Ruhe + Freundschaft + Gefühl + angenehm
115	CL10SL	Enkmitas	emo	Die Frustration, wenn einem ein Wort auf der Zunge liegt, das einem entfallen ist.	Control	unecht + vorgeben + interessiert + haben wollen + unehrlich + Neid + Unsicherheit
116	CL10SL	Zimerhubst	emo	Das ausgelaugte und erschöpfte Gefühl nach einer schlaflosen, sorgenvollen Nacht.	Control	Gefühl + Unterbewusstsein + Weinen + Verzweiflung + allein sein + Überforderung
117	CL10SL	Weforshank	neu	Die durch Berührung erzeugte Bindung zwischen Eltern und ihrem Kind.	Control	Ungeduld + Vorfreude + unruhig + abwarten
118	CL10SL	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Control	Unsicherheit + Geduld + Anspannung + Abwägung
119	CL10SL	Mege	emo	Das sichere Vertrauen in jemanden, der zuverlässig seinen Pflichten nachkommt.	Control	Nervosität + Sorge + Unruhig + Telefonat + versprechen + formulieren
120	IN6DF	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Imagery	 neues entdecken
121	IN6DF	Bismirbiel	emo	Eine heftige emotionale Reaktion auf ein unbedeutsames Ereignis zeigen.	Imagery	Erlebnis + was neues + Begeisterung für neues
122	IN6DF	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Imagery	Unzufriedenheit + unglücklich
123	IN6DF	Odef	neu	Die Erkenntnis, dass man sich in die Richtung entwickelt hat, die man vorhergesehen hat.	Imagery	Lusche
124	IN6DF	Zwelde	emo	Das glückliche und friedliche Aufwachen nach einem angenehmen Traum.	Imagery	bester Traum
125	IN6DF	Troff	neu	Die Gewissheit darüber, dass den eigenen Taten und Entscheidungen Konsequenzen folgen werden.	Imagery	nett + freundlich
126	IN6DF	Wumeizauch	emo	Einen unerwünschten Ratschlag bekommen, der einem aufgedrängt wird.	Imagery	angekommen + regelmäßig + Fürsorge + einfühlsam
127	IN6DF	Neif	emo	Mit Leidenschaft und Engagement alles in ein Herzensprojekt investieren.	Imagery	gut vorbereitet
128	AG10TF	Mölauzegt	neu	Subjektive Bewertung, die nach innen und an sich selbst gerichtet ist.	Control	negativ + grübeln + Sorgen + Stress + Depression
129	AG10TF	Plüpp	neu	Die Mühe, wenn man eine andere Sprache spricht, im Vergleich zur eigenen Muttersprache.	Control	Flow + wichtig + Arbeitsmoral
130	AG10TF	Wumeizauch	emo	Einen unerwünschten Ratschlag bekommen, der einem aufgedrängt wird.	Control	meist eher nervig + kann hilfreich sein + hätte man sich getraut zu fragen? + dankbar + gereizt + situationsabhängig
131	AG10TF	Ferandsor	neu	Wenn man verschlossen ist, weil man lieber für sich bleibt als unter anderen Menschen.	Control	filmerisch + Romantic Comedy
132	AG10TF	Struk	neu	Die Zeit bevor man eine Reise antritt, die man geplant hat.	Control	logisch + neutral
133	AG10TF	Bismirbiel	emo	Eine heftige emotionale Reaktion auf ein unbedeutsames Ereignis zeigen.	Control	Überkompensation
134	AG10TF	Namistell	neu	Zufällig etwas finden, ohne danach gesucht zu haben.	Control	nervig + anstrengend + Fremdsprachen + häufig + Wortfindungsstörungen + warum nur
135	AG10TF	Bingsemöl	neu	Wenn man eine Tätigkeit wiederholt, um sie ausreichend gut durchführen zu können.	Control	neutral + Voraussetzung für Zusammenarbeit + wünschenswert
136	AG10TF	Vul	neu	Die Erkenntnis, dass man weitere Informationen braucht, um ein Problem zu lösen.	Control	wunderschön + Geborgenheit + Wärme + Vertrauen + wichtig
137	AG10TF	Rugliebast	emo	Nervös ein wichtiges Gespräch im Kopf durchspielen, um keine Fehler zu begehen.	Control	Sozialer Druck + mehr trauen + toleranter werden für Fehler + verständlich
138	AG10TF	Wupforau	emo	Die besondere Empfindung, dass man sich in die Person verlieben wird, die man gerade kennengelernt hat.	Control	positiv + lachen + warm + Freundschaft + Freund
139	AG10TF	Faube	neu	Die Möglichkeit, dass sich aus dem Blickkontakt mit einer anderen Person ein Gespräch ergibt, das diese initiiert.	Control	Glück + Freude + angenehm
140	AG10TF	Glühm	neu	Ruhig sitzen bleiben, wenn es an der Tür klopft, und abwarten, ob es nochmal klopft.	Control	viel zu oft + anstrengend
141	AG10TF	Preier	emo	Desinteresse vortäuschen, obwohl man etwas eigentlich haben möchte.	Control	Wunsch + Sehnsucht + Aufregung
142	AG10TF	Wunicher	emo	Der starke Drang eine unangenehme Begegnung zu vermeiden.	Control	Nervig + anstrengend + selbstkritisch + Zweifel
143	AG10TF	Neif	emo	Mit Leidenschaft und Engagement alles in ein Herzensprojekt investieren.	Control	Druck + aufgezwungen + intrinsisch?
144	AG10TF	Ismiprämpf	emo	Die Vorfreude, wenn man Besuch erwartet und ständig ungeduldig prüft, ob die Person angekommen ist.	Control	überwältigend + schön + frustrierend + Erschwert durch Pandemie + motiviert
